0	100	0	0	0
20	0	100	0	100
40	0	100	0	100
60	0	100	0	100
80	0	100	0	100
100	0	100	0	100
120	0	100	0	100
140	0	100	0	100
160	0	100	0	100
180	0	100	0	100
200	0	100	0	100
220	0	98	0	98
240	0	98	0	98
260	0	97	0	97
280	0	96	0	96
300	0	94	0	94
320	0	94	0	94
340	0	94	0	94
360	0	93	0	93
380	0	93	0	93
400	0	92	0	92
420	0	78	14	92
440	0	69	22	91
460	0	67	23	90
480	0	59	31	90
500	0	49	40	89
520	0	35	54	89
540	0	31	58	89
560	0	17	70	87
580	0	6	81	87
600	0	0	87	87
620	0	0	86	86
640	0	0	86	86
660	0	0	85	85
680	0	0	85	85
700	7	0	85	85
720	187	0	85	85
740	296	56	85	141
760	298	182	83	265
780	153	334	83	417
800	37	450	83	533
820	0	487	82	569
840	0	487	82	569
860	0	487	82	569
880	0	487	82	569
900	0	487	82	569
920	0	487	82	569
940	0	486	81	567
960	0	486	80	566
980	0	486	79	565
1000	0	481	9	490
1020	0	479	9	488
1040	0	479	9	488
1060	0	478	9	487
1080	0	474	9	483
1100	0	472	9	481
1120	0	469	9	478
1140	0	468	10	478
1160	0	449	26	475
1180	0	415	52	467
1200	0	384	80	464
1220	0	338	124	462
1240	0	295	162	457
1260	0	247	208	455
1280	0	201	252	453
1300	0	158	290	448
1320	0	122	323	445
1340	0	69	373	442
1360	0	36	402	438
1380	0	7	205	212
1400	0	0	211	211
1420	0	0	207	207
1440	512	0	207	207
1460	1297	34	206	240
1480	1299	519	203	722
1500	865	1305	202	1507
1520	318	1852	201	2053
1540	32	2138	197	2335
1560	0	2170	195	2365
1580	0	2170	193	2363
1600	0	2170	191	2361
1620	0	2170	190	2360
1640	0	2170	188	2358
1660	0	2170	187	2357
1680	0	2165	186	2351
1700	0	2160	183	2343
1720	0	2155	181	2336
1740	0	2138	109	2247
1760	0	2124	109	2233
1780	0	2112	109	2221
1800	83	2095	108	2203
1820	421	2087	105	2192
1840	657	2169	104	2273
1860	617	2474	103	2577
1880	277	2780	125	2905
1900	32	2933	203	3136
1920	0	2787	367	3154
1940	0	2570	571	3141
1960	0	2368	757	3125
1980	0	2177	936	3113
2000	0	1966	1133	3099
2020	0	1771	1313	3084
2040	0	1589	1473	3062
2060	0	1373	1669	3042
2080	0	1209	1811	3020
2100	0	1069	1742	2811
2120	0	1020	1775	2795
2140	0	991	1780	2771
2160	396	978	1772	2750
2180	32150	971	1764	2735
2200	59204	8054	1752	9806
2220	68025	18253	1737	19990
2240	35835	18260	1731	19991
2260	7847	18111	1745	19856
2280	0	17514	1786	19300
2300	0	16603	1844	18447
2320	0	16099	1946	18045
2340	0	15655	2012	17667
2360	0	15240	2078	17318
2380	0	14822	2156	16978
2400	0	14357	2256	16613
2420	0	13946	2297	16243
2440	0	13568	2360	15928
2460	0	13208	2397	15605
2480	0	12893	2328	15221
2500	0	12604	2327	14931
2520	0	12357	2305	14662
2540	45564	12064	2286	14350
